Season,Quarter,Year,DOY,Month,Site,Date,NO3cq,NO3Q_rvalue
Fall,4,2013,287,10,LMP,10/14/2013,-0.368381026,-0.94389672
Fall,4,2013,288,10,LMP,10/15/2013,-0.394409638,-0.934380983
Fall,4,2013,289,10,LMP,10/16/2013,-0.405774829,-0.904670185
Fall,4,2013,290,10,LMP,10/17/2013,-0.386100146,-0.816088606
Fall,4,2013,291,10,LMP,10/18/2013,-0.319893116,-0.660076369
Fall,4,2013,292,10,LMP,10/19/2013,-0.305130629,-0.626808563
Fall,4,2013,293,10,LMP,10/20/2013,-0.317682866,-0.604929851
Fall,4,2013,294,10,LMP,10/21/2013,-0.332054615,-0.58674613
Fall,4,2013,295,10,LMP,10/22/2013,-0.375568235,-0.5923908
Fall,4,2013,296,10,LMP,10/23/2013,-0.426660237,-0.586710236
Fall,4,2013,297,10,LMP,10/24/2013,-0.458642774,-0.572222659
Fall,4,2013,298,10,LMP,10/25/2013,-0.46615077,-0.557691383
Fall,4,2013,299,10,LMP,10/26/2013,-0.415807621,-0.515457848
Fall,4,2013,300,10,LMP,10/27/2013,-0.394892991,-0.507081983
Fall,4,2013,301,10,LMP,10/28/2013,-0.423173192,-0.536604053
Fall,4,2013,302,10,LMP,10/29/2013,-0.435925808,-0.550757204
Fall,4,2013,303,10,LMP,10/30/2013,-0.442911711,-0.558360635
Fall,4,2013,304,10,LMP,10/31/2013,-0.448146274,-0.56002656
Fall,4,2013,305,11,LMP,11/1/2013,-0.441666257,-0.550022495
Fall,4,2013,306,11,LMP,11/2/2013,-0.401022016,-0.494485191
Fall,4,2013,307,11,LMP,11/3/2013,-0.315914275,-0.393759977
Fall,4,2013,308,11,LMP,11/4/2013,-0.270082582,-0.335627755
Fall,4,2013,309,11,LMP,11/5/2013,-0.263237634,-0.315246672
Fall,4,2013,310,11,LMP,11/6/2013,-0.259168661,-0.29656991
Fall,4,2013,311,11,LMP,11/7/2013,-0.245561076,-0.275989215
Fall,4,2013,312,11,LMP,11/8/2013,-0.245877653,-0.272166433
Fall,4,2013,313,11,LMP,11/9/2013,-0.273434463,-0.293712134
Fall,4,2013,314,11,LMP,11/10/2013,-0.296546714,-0.300532873
Fall,4,2013,315,11,LMP,11/11/2013,-0.266529214,-0.250636101
Fall,4,2013,316,11,LMP,11/12/2013,-0.248932362,-0.209888838
Fall,4,2013,317,11,LMP,11/13/2013,-0.245898809,-0.176102983
Fall,4,2013,318,11,LMP,11/14/2013,-0.271268193,-0.153499515
Fall,4,2013,319,11,LMP,11/15/2013,-0.311656216,-0.142204717
Fall,4,2013,320,11,LMP,11/16/2013,-0.504490068,-0.24773056
Fall,4,2013,321,11,LMP,11/17/2013,-0.845041919,-0.417273746
Fall,4,2013,322,11,LMP,11/18/2013,-0.911534154,-0.4490093
Fall,4,2013,323,11,LMP,11/19/2013,-0.926666628,-0.464493669
Fall,4,2013,324,11,LMP,11/20/2013,-0.947689406,-0.497898798
Fall,4,2013,325,11,LMP,11/21/2013,-0.989888126,-0.551002026
Fall,4,2013,330,11,LMP,11/26/2013,-0.931092394,-0.58470386
Fall,4,2013,331,11,LMP,11/27/2013,-0.683016463,-0.508626608
Fall,4,2013,332,11,LMP,11/28/2013,-0.329045123,-0.361896253
Fall,4,2013,333,11,LMP,11/29/2013,-0.25358207,-0.348012945
Fall,4,2013,334,11,LMP,11/30/2013,-0.253474003,-0.385696919
Fall,4,2013,335,12,LMP,12/1/2013,-0.266023785,-0.451397088
Fall,4,2013,336,12,LMP,12/2/2013,-0.291834814,-0.524786572
Fall,4,2013,337,12,LMP,12/3/2013,-0.322194439,-0.598005322
Fall,4,2013,338,12,LMP,12/4/2013,-0.35808859,-0.672649679
Fall,4,2013,339,12,LMP,12/5/2013,-0.388503497,-0.712481267
Fall,4,2013,340,12,LMP,12/6/2013,-0.402650723,-0.720018558
Fall,4,2013,341,12,LMP,12/7/2013,-0.415374654,-0.721685381
Fall,4,2013,342,12,LMP,12/8/2013,-0.42563668,-0.722107169
Fall,4,2013,343,12,LMP,12/9/2013,-0.437779276,-0.731143086
Fall,4,2013,344,12,LMP,12/10/2013,-0.450423796,-0.742477183
Fall,4,2013,345,12,LMP,12/11/2013,-0.46149697,-0.750771585
Fall,4,2013,346,12,LMP,12/12/2013,-0.469177489,-0.7533685
Fall,4,2013,347,12,LMP,12/13/2013,-0.469671753,-0.743713748
Fall,4,2013,348,12,LMP,12/14/2013,-0.463687804,-0.735067118
Fall,4,2013,349,12,LMP,12/15/2013,-0.454267513,-0.725780417
Fall,4,2013,350,12,LMP,12/16/2013,-0.445254154,-0.716461098
Fall,4,2013,351,12,LMP,12/17/2013,-0.434105438,-0.707673011
Fall,4,2013,352,12,LMP,12/18/2013,-0.419009881,-0.695971431
Fall,4,2013,353,12,LMP,12/19/2013,-0.400799037,-0.678486087
Fall,4,2013,354,12,LMP,12/20/2013,-0.375283178,-0.647164948
Fall,4,2013,355,12,LMP,12/21/2013,-0.331091309,-0.602100972
Fall,4,2013,356,12,LMP,12/22/2013,-0.296638576,-0.557284545
Fall,4,2013,357,12,LMP,12/23/2013,-0.249476142,-0.497663982
Fall,4,2013,358,12,LMP,12/24/2013,-0.190373592,-0.404803628
Fall,4,2013,359,12,LMP,12/25/2013,-0.110191742,-0.255496014
Fall,4,2013,360,12,LMP,12/26/2013,-0.03293439,-0.072363562
Fall,4,2013,361,12,LMP,12/27/2013,-0.029919252,-0.076442768
Fall,4,2013,362,12,LMP,12/28/2013,-0.109763896,-0.277411186
Fall,4,2013,363,12,LMP,12/29/2013,-0.184768563,-0.403200627
Fall,4,2013,364,12,LMP,12/30/2013,-0.180036889,-0.378172914
Fall,4,2013,365,12,LMP,12/31/2013,-0.169199528,-0.361308537
Winter,1,2014,1,1,LMP,1/1/2014,-0.167782153,-0.373051485
Winter,1,2014,2,1,LMP,1/2/2014,-0.170949844,-0.385315699
Winter,1,2014,3,1,LMP,1/3/2014,-0.169909828,-0.378397008
Winter,1,2014,4,1,LMP,1/4/2014,-0.166242706,-0.372212635
Winter,1,2014,5,1,LMP,1/5/2014,-0.161370759,-0.367145619
Winter,1,2014,6,1,LMP,1/6/2014,-0.151351858,-0.364034443
Winter,1,2014,7,1,LMP,1/7/2014,-0.11487997,-0.314641283
Winter,1,2014,8,1,LMP,1/8/2014,-0.099914027,-0.318868871
Winter,1,2014,9,1,LMP,1/9/2014,-0.1088696,-0.392312302
Winter,1,2014,10,1,LMP,1/10/2014,-0.121599264,-0.45222012
Winter,1,2014,11,1,LMP,1/11/2014,-0.135225845,-0.49719425
Winter,1,2014,12,1,LMP,1/12/2014,-0.130150743,-0.484439066
Winter,1,2014,13,1,LMP,1/13/2014,-0.109019584,-0.421262267
Winter,1,2014,14,1,LMP,1/14/2014,-0.099508739,-0.401210875
Winter,1,2014,15,1,LMP,1/15/2014,-0.104161321,-0.442343226
Winter,1,2014,16,1,LMP,1/16/2014,-0.118224049,-0.507775802
Winter,1,2014,17,1,LMP,1/17/2014,-0.14262873,-0.577139311
Winter,1,2014,18,1,LMP,1/18/2014,-0.157298719,-0.607329395
Winter,1,2014,19,1,LMP,1/19/2014,-0.162270207,-0.615456444
Winter,1,2014,20,1,LMP,1/20/2014,-0.161945528,-0.615574589
Winter,1,2014,21,1,LMP,1/21/2014,-0.166170964,-0.618993176
Winter,1,2014,22,1,LMP,1/22/2014,-0.163344684,-0.608758938
Winter,1,2014,23,1,LMP,1/23/2014,-0.159880805,-0.600448561
Winter,1,2014,24,1,LMP,1/24/2014,-0.158589038,-0.593781168
Winter,1,2014,25,1,LMP,1/25/2014,-0.162688162,-0.58918438
Winter,1,2014,26,1,LMP,1/26/2014,-0.181333216,-0.603824127
Winter,1,2014,27,1,LMP,1/27/2014,-0.194401057,-0.602492123
Winter,1,2014,28,1,LMP,1/28/2014,-0.208800522,-0.60616374
Winter,1,2014,29,1,LMP,1/29/2014,-0.224482203,-0.629629032
Winter,1,2014,30,1,LMP,1/30/2014,-0.24361403,-0.660719255
Winter,1,2014,31,1,LMP,1/31/2014,-0.262696488,-0.695498278
Winter,1,2014,32,2,LMP,2/1/2014,-0.284842734,-0.734435866
Winter,1,2014,33,2,LMP,2/2/2014,-0.320520313,-0.801715573
Winter,1,2014,34,2,LMP,2/3/2014,-0.357057073,-0.873226506
Winter,1,2014,35,2,LMP,2/4/2014,-0.382803687,-0.922002987
Winter,1,2014,36,2,LMP,2/5/2014,-0.392861515,-0.935269433
Winter,1,2014,37,2,LMP,2/6/2014,-0.397108038,-0.940774124
Winter,1,2014,38,2,LMP,2/7/2014,-0.40246812,-0.94483984
Winter,1,2014,39,2,LMP,2/8/2014,-0.405621235,-0.947055609
Winter,1,2014,40,2,LMP,2/9/2014,-0.405938987,-0.952638001
Winter,1,2014,41,2,LMP,2/10/2014,-0.4061299,-0.960007626
Winter,1,2014,42,2,LMP,2/11/2014,-0.404814645,-0.962527965
Winter,1,2014,43,2,LMP,2/12/2014,-0.408887086,-0.968573878
Winter,1,2014,44,2,LMP,2/13/2014,-0.41686304,-0.973028707
Winter,1,2014,45,2,LMP,2/14/2014,-0.444066927,-0.977562136
Winter,1,2014,46,2,LMP,2/15/2014,-0.469244579,-0.970708075
Winter,1,2014,47,2,LMP,2/16/2014,-0.481675775,-0.961347451
Winter,1,2014,48,2,LMP,2/17/2014,-0.488713482,-0.951647125
Winter,1,2014,49,2,LMP,2/18/2014,-0.489857928,-0.937163084
Winter,1,2014,50,2,LMP,2/19/2014,-0.489712588,-0.914089577
Winter,1,2014,51,2,LMP,2/20/2014,-0.475976221,-0.875154822
Winter,1,2014,52,2,LMP,2/21/2014,-0.431467528,-0.814978688
Winter,1,2014,53,2,LMP,2/22/2014,-0.254704091,-0.60966941
Winter,1,2014,54,2,LMP,2/23/2014,-0.154571423,-0.505563474
Winter,1,2014,55,2,LMP,2/24/2014,-0.132799556,-0.556322329
Winter,1,2014,56,2,LMP,2/25/2014,-0.150941507,-0.654366087
Winter,1,2014,57,2,LMP,2/26/2014,-0.176668601,-0.724024511
Winter,1,2014,58,2,LMP,2/27/2014,-0.1980864,-0.751252061
Winter,1,2014,59,2,LMP,2/28/2014,-0.210791223,-0.760876983
Winter,1,2014,60,3,LMP,3/1/2014,-0.217036478,-0.76185935
Winter,1,2014,61,3,LMP,3/2/2014,-0.220872991,-0.761624286
Winter,1,2014,62,3,LMP,3/3/2014,-0.221010123,-0.752030738
Winter,1,2014,63,3,LMP,3/4/2014,-0.217096856,-0.739923776
Winter,1,2014,64,3,LMP,3/5/2014,-0.21666028,-0.741017687
Winter,1,2014,65,3,LMP,3/6/2014,-0.224314269,-0.753151217
Winter,1,2014,66,3,LMP,3/7/2014,-0.230060642,-0.76039335
Winter,1,2014,67,3,LMP,3/8/2014,-0.240124273,-0.76350361
Winter,1,2014,68,3,LMP,3/9/2014,-0.250522444,-0.764929135
Winter,1,2014,69,3,LMP,3/10/2014,-0.259312173,-0.76537125
Winter,1,2014,70,3,LMP,3/11/2014,-0.267898628,-0.767063781
Winter,1,2014,71,3,LMP,3/12/2014,-0.273143725,-0.743049259
Winter,1,2014,72,3,LMP,3/13/2014,-0.245915243,-0.623057148
Winter,1,2014,73,3,LMP,3/14/2014,-0.220932471,-0.536808013
Winter,1,2014,74,3,LMP,3/15/2014,-0.203578753,-0.48984249
Winter,1,2014,75,3,LMP,3/16/2014,-0.183876388,-0.453733835
Winter,1,2014,76,3,LMP,3/17/2014,-0.176039945,-0.444850857
Winter,1,2014,77,3,LMP,3/18/2014,-0.175658548,-0.445910409
Winter,1,2014,78,3,LMP,3/19/2014,-0.180247179,-0.453852469
Winter,1,2014,79,3,LMP,3/20/2014,-0.182449681,-0.457595779
Winter,1,2014,80,3,LMP,3/21/2014,-0.181393862,-0.464857454
Winter,1,2014,81,3,LMP,3/22/2014,-0.189223273,-0.494509871
Winter,1,2014,82,3,LMP,3/23/2014,-0.199668412,-0.527672239
Winter,1,2014,83,3,LMP,3/24/2014,-0.210224804,-0.549437905
Winter,1,2014,84,3,LMP,3/25/2014,-0.218170997,-0.559032099
Winter,1,2014,85,3,LMP,3/26/2014,-0.22004443,-0.554067643
Winter,1,2014,86,3,LMP,3/27/2014,-0.210332214,-0.528412995
Winter,1,2014,87,3,LMP,3/28/2014,-0.195065509,-0.501191928
Winter,1,2014,88,3,LMP,3/29/2014,-0.176391989,-0.47666765
Winter,1,2014,89,3,LMP,3/30/2014,-0.148168885,-0.486156473
Winter,1,2014,90,3,LMP,3/31/2014,-0.172653406,-0.64680812
Spring,2,2014,91,4,LMP,4/1/2014,-0.205467898,-0.778442615
Spring,2,2014,92,4,LMP,4/2/2014,-0.238133929,-0.852066225
Spring,2,2014,93,4,LMP,4/3/2014,-0.262997577,-0.886912809
Spring,2,2014,94,4,LMP,4/4/2014,-0.282820863,-0.901596585
Spring,2,2014,95,4,LMP,4/5/2014,-0.295873743,-0.910416884
Spring,2,2014,96,4,LMP,4/6/2014,-0.312709351,-0.915322111
Spring,2,2014,97,4,LMP,4/7/2014,-0.333184945,-0.908201144
Spring,2,2014,98,4,LMP,4/8/2014,-0.352757632,-0.900355243
Spring,2,2014,99,4,LMP,4/9/2014,-0.376733057,-0.88912543
Spring,2,2014,100,4,LMP,4/10/2014,-0.408802034,-0.861262283
Spring,2,2014,101,4,LMP,4/11/2014,-0.429412364,-0.817025381
Spring,2,2014,102,4,LMP,4/12/2014,-0.42911166,-0.77726155
Spring,2,2014,103,4,LMP,4/13/2014,-0.420845153,-0.735794413
Spring,2,2014,104,4,LMP,4/14/2014,-0.408424646,-0.696011129
Spring,2,2014,105,4,LMP,4/15/2014,-0.389615771,-0.65129182
Spring,2,2014,106,4,LMP,4/16/2014,-0.374885821,-0.621810692
Spring,2,2014,107,4,LMP,4/17/2014,-0.359901426,-0.59038944
Spring,2,2014,108,4,LMP,4/18/2014,-0.337715456,-0.542849635
Spring,2,2014,109,4,LMP,4/19/2014,-0.300023569,-0.482199589
Spring,2,2014,110,4,LMP,4/20/2014,-0.261637718,-0.432716592
Spring,2,2014,111,4,LMP,4/21/2014,-0.227436332,-0.391567987
Spring,2,2014,112,4,LMP,4/22/2014,-0.195062838,-0.350585314
Spring,2,2014,113,4,LMP,4/23/2014,-0.165120512,-0.309545924
Spring,2,2014,114,4,LMP,4/24/2014,-0.134377992,-0.26411676
Spring,2,2014,115,4,LMP,4/25/2014,-0.102064914,-0.212776216
Spring,2,2014,116,4,LMP,4/26/2014,-0.061654092,-0.137809977
Spring,2,2014,117,4,LMP,4/27/2014,-0.026600219,-0.065493583
Spring,2,2014,118,4,LMP,4/28/2014,-0.00124451,-0.003538826
Spring,2,2014,119,4,LMP,4/29/2014,-0.028967075,-0.095036092
Spring,2,2014,120,4,LMP,4/30/2014,-0.062767065,-0.219182958
Spring,2,2014,121,5,LMP,5/1/2014,-0.098825211,-0.331416136
Spring,2,2014,122,5,LMP,5/2/2014,-0.12821505,-0.403179091
Spring,2,2014,123,5,LMP,5/3/2014,-0.153799511,-0.45801514
Spring,2,2014,124,5,LMP,5/4/2014,-0.169369773,-0.459671982
Spring,2,2014,125,5,LMP,5/5/2014,-0.187202528,-0.472755011
Spring,2,2014,126,5,LMP,5/6/2014,-0.204601233,-0.486560189
Spring,2,2014,127,5,LMP,5/7/2014,-0.213587048,-0.48660452
Spring,2,2014,128,5,LMP,5/8/2014,-0.23618929,-0.519296695
Spring,2,2014,129,5,LMP,5/9/2014,-0.263668918,-0.548618389
Spring,2,2014,130,5,LMP,5/10/2014,-0.283089617,-0.551786736
Spring,2,2014,131,5,LMP,5/11/2014,-0.294906648,-0.539871945
Spring,2,2014,132,5,LMP,5/12/2014,-0.299363024,-0.52879168
Spring,2,2014,133,5,LMP,5/13/2014,-0.285430523,-0.50554087
Spring,2,2014,134,5,LMP,5/14/2014,-0.274639117,-0.490553008
Spring,2,2014,135,5,LMP,5/15/2014,-0.274142441,-0.494635338
Spring,2,2014,136,5,LMP,5/16/2014,-0.315365208,-0.539135407
Spring,2,2014,137,5,LMP,5/17/2014,-0.356091794,-0.545925497
Spring,2,2014,138,5,LMP,5/18/2014,-0.361223714,-0.522215912
Spring,2,2014,139,5,LMP,5/19/2014,-0.356933156,-0.497341585
Spring,2,2014,140,5,LMP,5/20/2014,-0.353825049,-0.479182093
Spring,2,2014,142,5,LMP,5/22/2014,-0.351448249,-0.4764816
Spring,2,2014,143,5,LMP,5/23/2014,-0.354618979,-0.482216412
Spring,2,2014,144,5,LMP,5/24/2014,-0.373452833,-0.492269511
Spring,2,2014,145,5,LMP,5/25/2014,-0.379620943,-0.477897751
Spring,2,2014,146,5,LMP,5/26/2014,-0.383278609,-0.4736099
Spring,2,2014,147,5,LMP,5/27/2014,-0.387791942,-0.476012023
Spring,2,2014,148,5,LMP,5/28/2014,-0.397067304,-0.48760927
Spring,2,2014,149,5,LMP,5/29/2014,-0.418882193,-0.512517294
Spring,2,2014,150,5,LMP,5/30/2014,-0.455701156,-0.542474948
Spring,2,2014,151,5,LMP,5/31/2014,-0.491865411,-0.567055943
Spring,2,2014,152,6,LMP,6/1/2014,-0.577204492,-0.629089482
Spring,2,2014,153,6,LMP,6/2/2014,-0.720677975,-0.708111355
Spring,2,2014,154,6,LMP,6/3/2014,-0.757878122,-0.702037235
Spring,2,2014,155,6,LMP,6/4/2014,-0.682108539,-0.664807106
Spring,2,2014,156,6,LMP,6/5/2014,-0.588009484,-0.644878425
Spring,2,2014,157,6,LMP,6/6/2014,-0.537705515,-0.657069879
Spring,2,2014,158,6,LMP,6/7/2014,-0.505290969,-0.694134271
Spring,2,2014,159,6,LMP,6/8/2014,-0.500066558,-0.744646709
Spring,2,2014,160,6,LMP,6/9/2014,-0.496130518,-0.789539417
Spring,2,2014,161,6,LMP,6/10/2014,-0.491543066,-0.813403225
Spring,2,2014,162,6,LMP,6/11/2014,-0.48410253,-0.828435534
Spring,2,2014,163,6,LMP,6/12/2014,-0.46729247,-0.837170116
Spring,2,2014,164,6,LMP,6/13/2014,-0.465717415,-0.856216222
Spring,2,2014,165,6,LMP,6/14/2014,-0.477121188,-0.858226924
Spring,2,2014,166,6,LMP,6/15/2014,-0.491308068,-0.853771884
Spring,2,2014,167,6,LMP,6/16/2014,-0.501899944,-0.855997128
Spring,2,2014,168,6,LMP,6/17/2014,-0.520413084,-0.869896461
Spring,2,2014,169,6,LMP,6/18/2014,-0.525595017,-0.867594476
Spring,2,2014,170,6,LMP,6/19/2014,-0.48925328,-0.852951919
Spring,2,2014,171,6,LMP,6/20/2014,-0.4277138,-0.830299372
Spring,2,2014,172,6,LMP,6/21/2014,-0.383750783,-0.830136156
Spring,2,2014,173,6,LMP,6/22/2014,-0.346619551,-0.830620675
Spring,2,2014,174,6,LMP,6/23/2014,-0.32483029,-0.813598496
Spring,2,2014,175,6,LMP,6/24/2014,-0.319527894,-0.799311421
Spring,2,2014,176,6,LMP,6/25/2014,-0.288561575,-0.753046257
Spring,2,2014,177,6,LMP,6/26/2014,-0.259477541,-0.707884894
Spring,2,2014,178,6,LMP,6/27/2014,-0.198026262,-0.624421346
Spring,2,2014,179,6,LMP,6/28/2014,-0.132491731,-0.51161852
Spring,2,2014,180,6,LMP,6/29/2014,-0.144682632,-0.521194851
Spring,2,2014,181,6,LMP,6/30/2014,-0.158971529,-0.501202101
Summer,3,2014,182,7,LMP,7/1/2014,-0.16480174,-0.442757382
Summer,3,2014,183,7,LMP,7/2/2014,-0.159135815,-0.370951351
Summer,3,2014,184,7,LMP,7/3/2014,-0.145290603,-0.316867608
Summer,3,2014,185,7,LMP,7/4/2014,-0.165552812,-0.36341589
Summer,3,2014,186,7,LMP,7/5/2014,-0.164709249,-0.406658293
Summer,3,2014,187,7,LMP,7/6/2014,-0.215455781,-0.536267665
Summer,3,2014,188,7,LMP,7/7/2014,-0.258564753,-0.622252039
Summer,3,2014,189,7,LMP,7/8/2014,-0.296378929,-0.674455071
Summer,3,2014,190,7,LMP,7/9/2014,-0.314800942,-0.701026755
Summer,3,2014,191,7,LMP,7/10/2014,-0.321537284,-0.71412489
Summer,3,2014,192,7,LMP,7/11/2014,-0.326737461,-0.719123061
Summer,3,2014,193,7,LMP,7/12/2014,-0.331884225,-0.716501786
Summer,3,2014,194,7,LMP,7/13/2014,-0.330212598,-0.706556857
Summer,3,2014,195,7,LMP,7/14/2014,-0.32734742,-0.715282776
Summer,3,2014,196,7,LMP,7/15/2014,-0.323264864,-0.734659151
Summer,3,2014,197,7,LMP,7/16/2014,-0.316670837,-0.744067683
Summer,3,2014,198,7,LMP,7/17/2014,-0.305169239,-0.738401775
Summer,3,2014,199,7,LMP,7/18/2014,-0.298089399,-0.734378643
Summer,3,2014,200,7,LMP,7/19/2014,-0.289517761,-0.723547751
Summer,3,2014,201,7,LMP,7/20/2014,-0.282923853,-0.703672516
Summer,3,2014,202,7,LMP,7/21/2014,-0.272257669,-0.675386395
Summer,3,2014,203,7,LMP,7/22/2014,-0.253133796,-0.63146222
Summer,3,2014,204,7,LMP,7/23/2014,-0.225431976,-0.571022779
Summer,3,2014,205,7,LMP,7/24/2014,-0.192548199,-0.497102156
Summer,3,2014,206,7,LMP,7/25/2014,-0.146024449,-0.378231708
Summer,3,2014,207,7,LMP,7/26/2014,-0.12093751,-0.333877439
Summer,3,2014,208,7,LMP,7/27/2014,-0.128246799,-0.400520647
Summer,3,2014,209,7,LMP,7/28/2014,-0.162800104,-0.56667666
Summer,3,2014,210,7,LMP,7/29/2014,-0.163831258,-0.564171655
Summer,3,2014,211,7,LMP,7/30/2014,-0.162858008,-0.549382128
Summer,3,2014,212,7,LMP,7/31/2014,-0.168461392,-0.559928547
Summer,3,2014,213,8,LMP,8/1/2014,-0.183134184,-0.595037779
Summer,3,2014,214,8,LMP,8/2/2014,-0.195246858,-0.621192607
Summer,3,2014,215,8,LMP,8/3/2014,-0.194088424,-0.626073655
Summer,3,2014,216,8,LMP,8/4/2014,-0.228867849,-0.712834525
Summer,3,2014,217,8,LMP,8/5/2014,-0.221142399,-0.640613888
Summer,3,2014,218,8,LMP,8/6/2014,-0.177955774,-0.500575935
Summer,3,2014,219,8,LMP,8/7/2014,-0.084349703,-0.24952891
Summer,3,2014,220,8,LMP,8/8/2014,-0.007169796,-0.020525907
Summer,3,2014,221,8,LMP,8/9/2014,0.061193203,0.162570934
Summer,3,2014,222,8,LMP,8/10/2014,0.159600039,0.376184026
Summer,3,2014,223,8,LMP,8/11/2014,0.259005957,0.556211259
Summer,3,2014,224,8,LMP,8/12/2014,0.305526471,0.652840407
Summer,3,2014,225,8,LMP,8/13/2014,0.303865552,0.616808837
Summer,3,2014,226,8,LMP,8/14/2014,0.203547473,0.510896974
Summer,3,2014,227,8,LMP,8/15/2014,0.070895739,0.195163125
Summer,3,2014,228,8,LMP,8/16/2014,-0.018134168,-0.049907392
Summer,3,2014,229,8,LMP,8/17/2014,-0.075318573,-0.189248024
Summer,3,2014,230,8,LMP,8/18/2014,-0.110782269,-0.26138107
Summer,3,2014,231,8,LMP,8/19/2014,-0.129324104,-0.294296033
Summer,3,2014,232,8,LMP,8/20/2014,-0.130823688,-0.291714006
Summer,3,2014,233,8,LMP,8/21/2014,-0.118945189,-0.258776366
Summer,3,2014,234,8,LMP,8/22/2014,-0.101909456,-0.221490735
Summer,3,2014,235,8,LMP,8/23/2014,-0.091322502,-0.200543195
Summer,3,2014,236,8,LMP,8/24/2014,-0.082539239,-0.180991138
Summer,3,2014,237,8,LMP,8/25/2014,-0.079623985,-0.17745801
Summer,3,2014,238,8,LMP,8/26/2014,-0.070644895,-0.160405397
Summer,3,2014,239,8,LMP,8/27/2014,-0.076556349,-0.179725627
Summer,3,2014,240,8,LMP,8/28/2014,-0.098889592,-0.242667548
Summer,3,2014,241,8,LMP,8/29/2014,-0.120347287,-0.313562465
Summer,3,2014,242,8,LMP,8/30/2014,-0.154062402,-0.401907453
Summer,3,2014,243,8,LMP,8/31/2014,-0.19483209,-0.4800662
Summer,3,2014,244,9,LMP,9/1/2014,-0.233563486,-0.547435584
Summer,3,2014,245,9,LMP,9/2/2014,-0.265928321,-0.588314794
Summer,3,2014,246,9,LMP,9/3/2014,-0.28472385,-0.590262024
Summer,3,2014,247,9,LMP,9/4/2014,-0.292904402,-0.598446873
Summer,3,2014,248,9,LMP,9/5/2014,-0.303653647,-0.614268244
Summer,3,2014,249,9,LMP,9/6/2014,-0.324236708,-0.637392722
Summer,3,2014,250,9,LMP,9/7/2014,-0.346569074,-0.658534067
Summer,3,2014,251,9,LMP,9/8/2014,-0.362910626,-0.681703176
Summer,3,2014,252,9,LMP,9/9/2014,-0.378321165,-0.717353888
Summer,3,2014,253,9,LMP,9/10/2014,-0.395537295,-0.768609576
Summer,3,2014,254,9,LMP,9/11/2014,-0.416881156,-0.820410873
Summer,3,2014,255,9,LMP,9/12/2014,-0.403292335,-0.817690415
Summer,3,2014,256,9,LMP,9/13/2014,-0.445455307,-0.862709923
Summer,3,2014,257,9,LMP,9/14/2014,-0.468952894,-0.863608139
Summer,3,2014,258,9,LMP,9/15/2014,-0.506730041,-0.870277403
Summer,3,2014,259,9,LMP,9/16/2014,-0.525499007,-0.860815634
Summer,3,2014,260,9,LMP,9/17/2014,-0.537449672,-0.847943245
Summer,3,2014,261,9,LMP,9/18/2014,-0.533303207,-0.832001775
Summer,3,2014,262,9,LMP,9/19/2014,-0.509160594,-0.815738227
Summer,3,2014,263,9,LMP,9/20/2014,-0.461981837,-0.807052208
Summer,3,2014,264,9,LMP,9/21/2014,-0.430205905,-0.787524202
Summer,3,2014,265,9,LMP,9/22/2014,-0.429533506,-0.738286376
Summer,3,2014,266,9,LMP,9/23/2014,-0.433187636,-0.690374813
Summer,3,2014,267,9,LMP,9/24/2014,-0.432390531,-0.64228145
Summer,3,2014,268,9,LMP,9/25/2014,-0.426215229,-0.596533794
Summer,3,2014,269,9,LMP,9/26/2014,-0.407961423,-0.55284997
Summer,3,2014,270,9,LMP,9/27/2014,-0.367511416,-0.504402218
Summer,3,2014,271,9,LMP,9/28/2014,-0.311223528,-0.452485117
Summer,3,2014,272,9,LMP,9/29/2014,-0.278592155,-0.417882582
Summer,3,2014,273,9,LMP,9/30/2014,-0.278882868,-0.419909847
Fall,4,2014,274,10,LMP,10/1/2014,-0.297069127,-0.435967534
Fall,4,2014,275,10,LMP,10/2/2014,-0.321683771,-0.442120563
Fall,4,2014,276,10,LMP,10/3/2014,-0.362853901,-0.429811719
Fall,4,2014,277,10,LMP,10/4/2014,-0.291314562,-0.287341267
Fall,4,2014,278,10,LMP,10/5/2014,-0.168631358,-0.141271705
Fall,4,2014,279,10,LMP,10/6/2014,-0.075268068,-0.055279087
Fall,4,2014,280,10,LMP,10/7/2014,0.031635095,0.02092467
Fall,4,2014,281,10,LMP,10/8/2014,0.202577653,0.129756696
Fall,4,2014,282,10,LMP,10/9/2014,0.350643703,0.234410286
Fall,4,2014,283,10,LMP,10/10/2014,0.434789078,0.301015597
Fall,4,2014,284,10,LMP,10/11/2014,0.632051327,0.429697923
Fall,4,2014,285,10,LMP,10/12/2014,0.754801906,0.546361956
Fall,4,2014,286,10,LMP,10/13/2014,0.728109965,0.606742199
Fall,4,2014,287,10,LMP,10/14/2014,0.520227818,0.640233731
Fall,4,2014,288,10,LMP,10/15/2014,0.437420462,0.662901796
Fall,4,2014,289,10,LMP,10/16/2014,0.396002556,0.691268692
Fall,4,2014,290,10,LMP,10/17/2014,0.395280656,0.781306537
Fall,4,2014,291,10,LMP,10/18/2014,0.243260933,0.565305508
Fall,4,2014,292,10,LMP,10/19/2014,-0.0515684,-0.077943898
Fall,4,2014,293,10,LMP,10/20/2014,-0.290801554,-0.337937778
Fall,4,2014,294,10,LMP,10/21/2014,-0.482515135,-0.465154482
